#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
292;"BAMA00069";"Mettler Toledo, Analytical Balance MS204S / 03" size;"1";"0.00";"";"";"";"available" 
299;"BAMA29045";"Balance, Analytical, 220g, 0.1mg Step, Ab204, Mettler" size;"1";"0.00";"";"";"";"available" 
302;"BAMB15401";"Analytical" size;"1";"0.00";"";"";"";"available" 
303;"BAMB15402";"Analytical" size;"1";"0.00";"";"";"";"lost" 
304;"BAMB15403";"Analytical Balance, Mettler Model B154" size;"1";"0.00";"";"";"";"none" 
305;"BAMB15404";"Analytical Balance, Mettler Model B154" size;"1";"0.00";"";"";"";"surplus" 
307;"BAMD17071";"Balance, Analytical, H51 An., Mettler" size;"1";"0.00";"";"";"";"lost" 
310;"BAMF19013";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"surplus" 
311;"BAMF19014";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"surplus" 
312;"BAMF19015";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"surplus" 
313;"BAMF19016";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"lost" 
314;"BAMF19017";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"lost" 
315;"BAMF19018";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"surplus" 
316;"BAMF19019";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"surplus" 
317;"BAMF19020";"Balance, Analytical, H78 An., Mettler" size;"1";"0.00";"";"";"";"lost" 
320;"BAMJ25286";"Balance, Pj3600 Tl" size;"1";"0.00";"";"";"";"available" 
323;"BAML28243";"Baml" size;"1";"0.00";"";"";"";"lost" 
324;"BAML28244";"Baml" size;"1";"0.00";"";"";"";"lost" 
325;"BAML28245";"Baml" size;"1";"0.00";"";"";"";"lost" 
326;"BAML29046";"Balance, Pb 1502" size;"1";"0.00";"";"";"";"lost" 
327;"BAML29047";"Balance, Pb 1502 Tl" size;"1";"0.00";"";"";"";"none" 
328;"BAMM00707";"Balance" size;"4";"0.00";"";"";"";"surplus" 
329;"BAMM00708";"Balance" size;"1";"0.00";"";"";"";"surplus" 
330;"BAMN00701";"Balance, P1210 Tl" size;"1";"0.00";"";"";"";"surplus" 
331;"BAMN00705";"Balance, P1210" size;"1";"0.00";"";"";"";"surplus" 
332;"BAMP19021";"Balance" size;"1";"0.00";"";"";"";"surplus" 
333;"BAMP19022";"Balance, Pr700 Tl" size;"1";"0.00";"";"";"";"lost" 
334;"BAMP19023";"Balance" size;"1";"0.00";"";"";"";"surplus" 
335;"BAMP19024";"Balance" size;"1";"0.00";"";"";"";"surplus" 
336;"BAMP19031";"Balance" size;"1";"0.00";"";"";"";"surplus" 
337;"BAMP19032";"Balance" size;"1";"0.00";"";"";"";"lost" 
338;"BAMP19944";"Balance, Pr700 Top" size;"1";"0.00";"";"";"";"surplus" 
339;"BAMR23910";"Balance, Pc2200 Top" size;"1";"0.00";"";"";"";"none" 
340;"BAMT00001";"Balance, Xs4002s, Mettler" size;"1";"0.00";"";"";"";"none" 
341;"BAO000002";"Bao" size;"1";"0.00";"";"";"";"lost" 
342;"BAO000003";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"surplus" 
343;"BAO000004";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
344;"BAO000005";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
345;"BAO000006";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
346;"BAO000007";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"surplus" 
347;"BAO000008";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
348;"BAO000009";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"surplus" 
349;"BAO000010";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
350;"BAO000011";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"lost" 
351;"BAO000012";"Balance, Scout, Ohaus" size;"1";"0.00";"";"";"";"surplus" 
352;"BAO000013";"Balance, 200g, 0.1g Step, Cs200, Ohaus" size;"1";"0.00";"";"";"";"lost" 
353;"BAO000014";"Balance, 2000g, 1g Step, Cs2000, Ohaus" size;"1";"0.00";"";"";"";"available" 
354;"BAO000015";"Balance, 2000g, 1g Step, Ls2000, Ohaus" size;"1";"0.00";"";"";"";"none" 
355;"BAO000016";"Balance, 3000g, 0.1g Step, Valor 3000 Extreme, Ohaus" size;"1";"0.00";"";"";"";"lost" 
356;"BAO000017";"Balance, Ls2000, Ohaus" size;"1";"0.00";"";"";"";"none" 
357;"BAO001992";"Balance" size;"1";"0.00";"";"";"";"lost" 
358;"BAO006097";"Balance" size;"1";"0.00";"";"";"";"lost" 
359;"BAO006098";"Balance" size;"1";"0.00";"";"";"";"none" 
360;"BAO006099";"Balance" size;"1";"0.00";"";"";"";"lost" 
361;"BAO006100";"Balance" size;"1";"0.00";"";"";"";"lost" 
362;"BAO006101";"Balance" size;"1";"0.00";"";"";"";"lost" 
363;"BAO006103";"Balance" size;"1";"0.00";"";"";"";"lost" 
364;"BAO006104";"Balance" size;"1";"0.00";"";"";"";"lost" 
365;"BAO006105";"Balance" size;"1";"0.00";"";"";"";"lost" 
366;"BAO006106";"Balance" size;"1";"0.00";"";"";"";"lost" 
367;"BAO006107";"Balance" size;"1";"0.00";"";"";"";"lost" 
368;"BAO006108";"Balance" size;"1";"0.00";"";"";"";"lost" 
369;"BAO006109";"Balance" size;"1";"0.00";"";"";"";"lost" 
370;"BAO006110";"Balance" size;"1";"0.00";"";"";"";"lost" 
371;"BAO006111";"Balance" size;"1";"0.00";"";"";"";"lost" 
372;"BAO008518";"Balance, Triple Beam" size;"1";"0.00";"";"";"";"lost" 
373;"BAO015787";"Balance" size;"1";"0.00";"";"";"";"lost" 
374;"BAO016050";"Balance" size;"1";"0.00";"";"";"";"lost" 
375;"BAO016282";"Balance" size;"1";"0.00";"";"";"";"lost" 
376;"BAO016375";"Balance" size;"1";"0.00";"";"";"";"lost" 
377;"BAO016923";"Balance" size;"1";"0.00";"";"";"";"lost" 
378;"BAO018039";"Balance" size;"1";"0.00";"";"";"";"none" 
379;"BAO018040";"Balance" size;"1";"0.00";"";"";"";"lost" 
380;"BAO018041";"Balance, Large, Flat" size;"1";"0.00";"";"";"";"lost" 
381;"BAO018214";"Balance" size;"1";"0.00";"";"";"";"lost" 
382;"BAO018215";"Balance" size;"1";"0.00";"";"";"";"lost" 
383;"BAO018216";"Balance" size;"1";"0.00";"";"";"";"lost" 
384;"BAO018217";"Balance" size;"1";"0.00";"";"";"";"lost" 
385;"BAO018218";"Balance" size;"1";"0.00";"";"";"";"lost" 
386;"BAO018219";"Balance" size;"1";"0.00";"";"";"";"lost" 
387;"BAO018758";"Balance" size;"1";"0.00";"";"";"";"lost" 
388;"BAO019035";"Balance" size;"1";"0.00";"";"";"";"lost" 
389;"BAO019036";"Balance" size;"1";"0.00";"";"";"";"lost" 
390;"BAO019038";"Balance" size;"1";"0.00";"";"";"";"none" 
391;"BAO019039";"Balance" size;"1";"0.00";"";"";"";"lost" 
392;"BAO019040";"Balance" size;"1";"0.00";"";"";"";"lost" 
393;"BAO019105";"Balance" size;"1";"0.00";"";"";"";"lost" 
394;"BAO022838";"Balance" size;"1";"0.00";"";"";"";"lost" 
395;"BAO201001";"Food Grade Balance" size;"1";"0.00";"";"";"";"available" 
396;"BAO201002";"Food Grade Balance" size;"1";"0.00";"";"";"";"available" 
397;"BAO201003";"Food Grade Balance" size;"1";"0.00";"";"";"";"available" 
398;"BAO201004";"Food Grade Balance" size;"1";"0.00";"";"";"";"available" 
399;"BAO201005";"Food Grade Balance" size;"1";"0.00";"";"";"";"available" 
400;"BAO201006";"Food Grade Balance" size;"1";"0.00";"";"";"";"lost" 
401;"BAO201007";"Food Grade Balance" size;"1";"0.00";"";"";"";"lost" 
402;"BAO201008";"Food Grade Balance" size;"1";"0.00";"";"";"";"lost" 
403;"BAO201009";"Food Grade Balance" size;"1";"0.00";"";"";"";"lost" 
404;"BAO201010";"Food Grade Balance" size;"1";"0.00";"";"";"";"lost" 
405;"BAO30KG01";"Balance, 30kg" size;"1";"0.00";"";"";"";"available" 
406;"BAOHAUS01";"Balance, Triple Beam" size;"1";"0.00";"";"";"";"lost" 
407;"BAOHAUS02";"Balance, Triple Beam" size;"1";"0.00";"";"";"";"lost" 
408;"BAP010491";"Balance" size;"1";"0.00";"";"";"";"available" 
409;"BAQ007886";"Balance" size;"1";"0.00";"";"";"";"lost" 
410;"BAQ007887";"Balance" size;"1";"0.00";"";"";"";"lost" 
411;"BAS000001";"Balance, 1g, Bl6, Sartorius" size;"1";"0.00";"";"";"";"none" 
412;"BAS000002";"Balance, 1g, Bl6, Sartorius" size;"1";"0.00";"";"";"";"none" 
413;"BAS0201001";"Food Scale" size;"1";"0.00";"";"";"";"available" 
414;"BAS0201004";"Food Scale" size;"1";"0.00";"";"";"";"available" 
415;"BAS0201005";"Food Scale" size;"1";"0.00";"";"";"";"available" 
416;"BAS0201006";"Food Scale" size;"1";"0.00";"";"";"";"available" 
417;"BAS0201009";"Food Scale" size;"1";"0.00";"";"";"";"available" 
418;"BAS3100G1";"Balance, 3100g X .1g" size;"1";"0.00";"";"";"";"surplus" 
419;"BAS3100G2";"Balance, 3100g X .1g" size;"1";"0.00";"";"";"";"none" 
420;"BAS610G01";"Balance, 610g X .01g" size;"1";"0.00";"";"";"";"none" 
421;"BAS610G02";"Balance, 610g X .01g" size;"1";"0.00";"";"";"";"none" 
422;"BAS610G03";"Balance, 610g X .01g" size;"1";"0.00";"";"";"";"available" 
423;"BAS610G1";"Sartorius Precision Scale" size;"1";"0.00";"";"";"";"available" 
424;"BAT000542";"Balance" size;"1";"0.00";"";"";"";"lost" 
425;"BAT000544";"Balance, Torbal" size;"1";"0.00";"";"";"";"surplus" 
426;"BAT000700";"Balance, Torbal" size;"1";"0.00";"";"";"";"lost" 
427;"BAT000702";"Balance, Torbal" size;"1";"0.00";"";"";"";"surplus" 
428;"BAT000703";"Balance, Torbal" size;"1";"0.00";"";"";"";"surplus" 
429;"BAT000709";"Balance, Torbal" size;"1";"0.00";"";"";"";"surplus" 
430;"BATO00001";"Balance, Torbal" size;"1";"0.00";"";"";"";"surplus" 
431;"BATTERY12";"Battery" size;"1000";"0.00";"";"";"";"available" 
432;"BAX007885";"Balance" size;"1";"0.00";"";"";"";"lost" 
433;"BCB020105";"Conductivity Bridge" size;"1";"0.00";"";"";"";"none" 
434;"BCR000001";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
435;"BCR000002";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"lost" 
436;"BCR000003";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
437;"BCR000004";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
438;"BCR000005";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
439;"BCR000006";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
440;"BCR000007";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
441;"BCR000008";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"lost" 
442;"BCR000009";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"lost" 
443;"BCR000010";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
444;"BCR000011";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"retired" 
445;"BCR000012";"Battery Charger, Aa, Aaa, C, D, 9v" size;"1";"0.00";"";"";"";"surplus" 
446;"BCRDIGIC1";"Bcrdigic" size;"1";"0.00";"";"";"";"lost" 
447;"BCSP00001";"Bacti-incinerator" size;"1";"0.00";"";"";"";"none" 
448;"BEAKER000";"Glassware, Beaker" size;"1001";"0.00";"";"";"";"retired" 
449;"BEAKER001";"Glassware, Beaker" size;"1000";"0.00";"";"";"";"lost" 
451;"BEAKER100";"Beaker" size;"1000";"0.00";"";"";"";"retired" 
452;"BEAKER125";"Beaker" size;"1";"0.00";"";"";"";"retired" 
453;"BEAKER150";"Beaker 150-250ml" size;"1004";"0.00";"";"";"";"retired" 
454;"BEAKER1L0";"Beaker &lt;1000ml" size;"1005";"0.00";"";"";"";"retired" 
455;"BEAKER250";"Beaker" size;"1001";"0.00";"";"";"";"retired" 
457;"BEAKER400";"Beaker" size;"1001";"0.00";"";"";"";"retired" 
460;"BEAKER600";"Beaker" size;"1001";"0.00";"";"";"";"retired" 
464;"BEAKERP50";"Beaker, Plastic 500ml-1000ml" size;"1003";"0.00";"";"";"";"retired" 
465;"BFAA16160";"Biofeedback, Accessory, Monitor" size;"1";"0.00";"";"";"";"lost" 
466;"BFAB16155";"Biofeedback, Accessory, Beeper" size;"1";"0.00";"";"";"";"lost" 
467;"BFAD16158";"Biofeedback, Accessory, Display" size;"1";"0.00";"";"";"";"surplus" 
468;"BFAE16157";"Biofeedback, Accessory, Emg" size;"1";"0.00";"";"";"";"surplus" 
469;"BFAF16695";"Biofeedback, Accessory, Filter" size;"1";"0.00";"";"";"";"lost" 
470;"BFAJWD001";"Sensor, Biofeedback, Blue 6 Pin, Jwd" size;"1";"0.00";"";"";"";"available" 
471;"BFAJWD002";"Sensor, Biofeedback, Blue Usb, Jwd" size;"1";"0.00";"";"";"";"available" 
472;"BFAP05356";"Biofeedback, Accessory, Encephalophone" size;"1";"0.00";"";"";"";"lost" 
473;"BFAR16159";"Biofeedback, Accessory, Recorder" size;"1";"0.00";"";"";"";"surplus" 
474;"BFAS16161";"Biofeedback, Accessory, Sphygmomanometer" size;"1";"0.00";"";"";"";"surplus" 
475;"BFAT16156";"Biofeedback, Accessory, Thermometer" size;"1";"0.00";"";"";"";"available" 
476;"BFJ017135";"Biofeedback, Accessory, Eeg Preamp" size;"1";"0.00";"";"";"";"lost" 
477;"BFK017136";"Biofeedback, Accessory, Calibration Unit" size;"1";"0.00";"";"";"";"surplus" 
478;"BFL017137";"Biofeedback, Accessory, Limit Indicator" size;"1";"0.00";"";"";"";"surplus" 
479;"BFRD05248";"Dynagraph" size;"1";"0.00";"";"";"";"surplus" 
480;"BIA000001";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"retired" 
481;"BIA000002";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"lost" 
482;"BIA000003";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"lost" 
483;"BIA000004";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"none" 
484;"BIA000005";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"lost" 
485;"BIA000006";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"lost" 
486;"BIB001252";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"none" 
487;"BIB007420";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
488;"BIB007423";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
489;"BIB007429";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
490;"BIB007442";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
491;"BIB007447";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
492;"BIB007448";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
493;"BIB007449";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
494;"BIB007454";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
495;"BIB007459";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
496;"BIB007462";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
497;"BIB007467";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"lost" 
498;"BIB016103";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
499;"BIB016104";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
500;"BIB016105";"Binoculars, Bushnell" size;"1";"0.00";"";"";"";"surplus" 
501;"BIC000001";"Binoculars, Celestron" size;"1";"0.00";"";"";"";"lost" 
502;"BIH000001";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
503;"BIH000002";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
504;"BIH000003";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"none" 
505;"BIH000004";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
506;"BIH000005";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"none" 
507;"BIH000007";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
508;"BIH000008";"Binoculars, 7x, Aerolite" size;"1";"0.00";"";"";"";"none" 
509;"BIH000009";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"surplus" 
510;"BIH000010";"Binoculars, Aerolite" size;"1";"0.00";"";"";"";"surplus" 
511;"BIH010723";"Mixer" size;"1";"0.00";"";"";"";"none" 
512;"BIHI00001";"Binoculars, 8x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
513;"BIHI00002";"Binoculars, 8x, Aerolite" size;"1";"0.00";"";"";"";"lost" 
514;"BIHI00003";"Binoculars, 8x, Aerolite" size;"1";"0.00";"";"";"";"surplus" 
515;"BILGPUMP1";"Pump, Bilge" size;"1";"0.00";"";"";"";"lost" 
516;"BIN000001";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
517;"BIN000002";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
518;"BIN000003";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
519;"BIN000004";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
520;"BIN000005";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
521;"BIN000006";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
522;"BIN000007";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"available" 
523;"BIN000008";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
524;"BIN000009";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
525;"BIN000010";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
526;"BIN000011";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
527;"BIN000012";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
528;"BIN000013";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
529;"BIN000014";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
530;"BIN000015";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
531;"BIN000016";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"none" 
532;"BIN000017";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
533;"BIN000018";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
534;"BIN000019";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"none" 
535;"BIN000020";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
536;"BIN000021";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
537;"BIN000022";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"none" 
538;"BIN000023";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"none" 
539;"BIN000024";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
540;"BIN000025";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"none" 
541;"BIN000026";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
542;"BIN000027";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"available" 
543;"BIN000028";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
544;"BIN000029";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
545;"BIN000030";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
546;"BIN000031";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"lost" 
547;"BIN000032";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"available" 
548;"BIN000033";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
549;"BIN000034";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
550;"BIN000035";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
551;"BIN000036";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"none" 
552;"BIN000037";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"available" 
553;"BIN000038";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"lost" 
554;"BIN000039";"Binoculars, Action, Nikon" size;"1";"0.00";"";"";"";"surplus" 
555;"BIN000040";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
556;"BIN000041";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
557;"BIN000042";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
558;"BIN000043";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"available" 
559;"BIN000044";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
560;"BIN000045";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"lost" 
561;"BIN000046";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
562;"BIN000047";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"available" 
563;"BIN000048";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
564;"BIN000049";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"available" 
565;"BIN000050";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
566;"BIN000051";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
567;"BIN000052";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"lost" 
568;"BIN000053";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
569;"BIN000054";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
570;"BIN000055";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"lost" 
571;"BIN000056";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
572;"BIN000057";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
573;"BIN000058";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"none" 
574;"BIN000059";"Binoculars,  8x40 8.2" size;"1";"0.00";"";"";"";"lost" 
575;"BIN000060";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
576;"BIN000061";"Binoculars" size;"1";"0.00";"";"";"";"available" 
577;"BIN000062";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
578;"BIN000063";"Binoculars" size;"1";"0.00";"";"";"";"none" 
579;"BIN000064";"Binoculars" size;"1";"0.00";"";"";"";"available" 
580;"BIN000065";"Binoculars" size;"1";"0.00";"";"";"";"none" 
581;"BIN000066";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
582;"BIN000067";"Binoculars" size;"1";"0.00";"";"";"";"none" 
583;"BIN000068";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
584;"BIN000069";"Binoculars" size;"1";"0.00";"";"";"";"available" 
585;"BIN000070";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
586;"BIN000071";"Binoculars" size;"1";"0.00";"";"";"";"available" 
587;"BIN000072";"Binoculars" size;"1";"0.00";"";"";"";"none" 
588;"BIN000073";"Binoculars" size;"1";"0.00";"";"";"";"available" 
589;"BIN000074";"Binoculars" size;"1";"0.00";"";"";"";"available" 
590;"BIN000075";"Binoculars" size;"1";"0.00";"";"";"";"available" 
591;"BIN000076";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
592;"BIN000077";"Binoculars" size;"1";"0.00";"";"";"";"lost" 
593;"BINASTZ01";"Astronomy Binoculars 25 X 100 Mm" size;"1";"0.00";"";"";"";"available" 
594;"BINASTZ02";"Astronomy Binoculars 20 X 80 Mm" size;"1";"0.00";"";"";"";"available" 
595;"BINASTZ03";"Astronomy Binoculars 20 X 80 Mm" size;"1";"0.00";"";"";"";"available" 
596;"BINOOOO17";"Binoculars, Nikon" size;"1";"0.00";"";"";"";"surplus" 
597;"BINSCPBAG";"Binscpbag" size;"1000";"0.00";"";"";"";"available" 
598;"BIO000001";"Binoculars, Orion" size;"1";"0.00";"";"";"";"lost" 
599;"BIS000001";"Binoculars, Sears" size;"1";"0.00";"";"";"";"lost" 
600;"BIV000001";"Binoculars, Vivitar" size;"1";"80.00";"";"";"";"available" 
601;"BLACKLIGH";"Light, Black (uv)" size;"1";"0.00";"";"";"";"none" 
602;"BLH000001";"Blender, Hamilton" size;"1";"0.00";"";"";"";"surplus" 
603;"BLH000002";"Blender, Hamilton" size;"1";"0.00";"";"";"";"broken" 
604;"BLH005753";"Blender, Hamilton" size;"1";"0.00";"";"";"";"surplus" 
605;"BLH007834";"Blender, Hamilton" size;"1";"0.00";"";"";"";"none" 
606;"BLH010722";"Blender, Hamilton" size;"1";"0.00";"";"";"";"none" 
607;"BLH010723";"Blender, Hamilton" size;"1";"0.00";"";"";"";"lost" 
608;"BLO000001";"Blender, Food Grade Only" size;"1";"0.00";"";"";"";"available" 
609;"BLO000002";"Blender, Food Grade Only" size;"1";"0.00";"";"";"";"retired" 
610;"BLO000003";"Blender, 10 Speed, Food Grade Only" size;"1";"0.00";"";"";"";"retired" 
611;"BLO000004";"Blender, 10 Speed, Food Grade Only" size;"1";"0.00";"";"";"";"available" 
612;"BLC002001";"Blender" size;"1";"0.00";"";"";"";"available" 
613;"BLO002002";"Blender, Oster" size;"1";"0.00";"";"";"";"none" 
614;"BLO002003";"Blender, Oster" size;"1";"0.00";"";"";"";"surplus" 
615;"BLW001145";"Blender, Waring" size;"1";"0.00";"";"";"";"lost" 
616;"BLW003369";"Blender, 14 Speed, Oster" size;"1";"0.00";"";"";"";"none" 
